Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,Booking_Date,Quarter,Month,Year
ERBU,A9K9KFM,A9K-RSP5-TR,Q4 FY2019,MAY FY2019,105,01-05-2019,4,5,2019
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2019,MAY FY2019,118,01-05-2019,4,5,2019
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2019,MAY FY2019,111,01-05-2019,4,5,2019
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2019,MAY FY2019,90,01-05-2019,4,5,2019
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q4 FY2019,MAY FY2019,68,01-05-2019,4,5,2019
ERBU,A9K9000,A9K-9901,Q4 FY2019,MAY FY2019,106,01-05-2019,4,5,2019
QKBU,N9300,N9K-C9336C-FX2,Q4 FY2019,MAY FY2019,999,01-05-2019,4,5,2019
QKBU,N9300,N9K-C9348GC-FXP,Q4 FY2019,MAY FY2019,1102,01-05-2019,4,5,2019
QKBU,N9300,N9K-C9364C,Q4 FY2019,MAY FY2019,217,01-05-2019,4,5,2019
QKBU,N9300,N9K-C93108TC-FX,Q4 FY2019,MAY FY2019,509,01-05-2019,4,5,2019
QKBU,N9300,N9K-C93240YC-FX2,Q4 FY2019,MAY FY2019,746,01-05-2019,4,5,2019
QKBU,N9500,N9K-C9508,Q4 FY2019,MAY FY2019,162,01-05-2019,4,5,2019
QKBU,N9500,N9K-C9508-FM-E2,Q4 FY2019,MAY FY2019,319,01-05-2019,4,5,2019
QKBU,N9500,N9K-X9736C-FX,Q4 FY2019,MAY FY2019,408,01-05-2019,4,5,2019
QKBU,N9500,N9K-X97160YC-EX,Q4 FY2019,MAY FY2019,406,01-05-2019,4,5,2019
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2019,MAY FY2019,813,01-05-2019,4,5,2019
IOTBU,IE4000,IE-4010-16S12P,Q4 FY2019,MAY FY2019,321,01-05-2019,4,5,2019
NGFWBU,FPRHIGH,FPR4115-NGFW-K9,Q4 FY2019,MAY FY2019,0,01-05-2019,4,5,2019
NGFWBU,FPRLOW,FPR1010-NGFW-K9,Q4 FY2019,MAY FY2019,128,01-05-2019,4,5,2019
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2019,MAY FY2019,200,01-05-2019,4,5,2019
OTBU,15454W,NCS2K-400G-XP=,Q4 FY2019,MAY FY2019,208,01-05-2019,4,5,2019
OTBU,15454W,NCS2K-TNCS-2O-K9,Q4 FY2019,MAY FY2019,200,01-05-2019,4,5,2019
OTBU,15454W,NCS2015-SA-DC,Q4 FY2019,MAY FY2019,29,01-05-2019,4,5,2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2019,MAY FY2019,365,01-05-2019,4,5,2019
OTBU,NCS1000,NCS1001-K9,Q4 FY2019,MAY FY2019,50,01-05-2019,4,5,2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2019,MAY FY2019,191,01-05-2019,4,5,2019
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2019,MAY FY2019,572,01-05-2019,4,5,2019
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2019,MAY FY2019,12,01-05-2019,4,5,2019
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2019,MAY FY2019,449,01-05-2019,4,5,2019
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2019,MAY FY2019,83,01-05-2019,4,5,2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q4 FY2019,MAY FY2019,235,01-05-2019,4,5,2019
BATBU,NCS540,N540-ACC-SYS,Q4 FY2019,MAY FY2019,164,01-05-2019,4,5,2019
BATBU,NCS540,N540-PWR400-D,Q4 FY2019,MAY FY2019,597,01-05-2019,4,5,2019
BATBU,NCS560,A900-IMA-8Z,Q4 FY2019,MAY FY2019,2,01-05-2019,4,5,2019
BATBU,NCS4200,NCS4202-SA,Q4 FY2019,MAY FY2019,0,01-05-2019,4,5,2019
SRSBU,4300ISR,ISR4321/K9,Q4 FY2019,MAY FY2019,7505,01-05-2019,4,5,2019
SRSBU,4300ISR,ISR4331/K9,Q4 FY2019,MAY FY2019,14567,01-05-2019,4,5,2019
SRSBU,4300ISR,ISR4351/K9,Q4 FY2019,MAY FY2019,1552,01-05-2019,4,5,2019
SRSBU,ISR1121,ISR4431/K9,Q4 FY2019,MAY FY2019,2553,01-05-2019,4,5,2019
SRSBU,ISR1121,ISR4451-X/K9,Q4 FY2019,MAY FY2019,2009,01-05-2019,4,5,2019
SRSBU,A9K1000,A9K1000-ESP100,Q4 FY2019,MAY FY2019,78,01-05-2019,4,5,2019
SRSBU,A9K1000,A9K1001-HX,Q4 FY2019,MAY FY2019,237,01-05-2019,4,5,2019
SRSBU,A9K1000,A9K1001-X,Q4 FY2019,MAY FY2019,1353,01-05-2019,4,5,2019
SRSBU,A9K1000,A9K1002-HX,Q4 FY2019,MAY FY2019,185,01-05-2019,4,5,2019
SRSBU,ISR1K,C1111-4P,Q4 FY2019,MAY FY2019,3674,01-05-2019,4,5,2019
SRSBU,ISR1K,C1111-8P,Q4 FY2019,MAY FY2019,4407,01-05-2019,4,5,2019
SRSBU,ISR1K,C1111-8PLTExA,Q4 FY2019,MAY FY2019,1832,01-05-2019,4,5,2019
SRSBU,ISR1K,C1116-4P,Q4 FY2019,MAY FY2019,1024,01-05-2019,4,5,2019
SRSBU,ISR1K,P-LTEA-EA,Q4 FY2019,MAY FY2019,110,01-05-2019,4,5,2019
SRSBU,ISR900,C927-4P,Q4 FY2019,MAY FY2019,26,01-05-2019,4,5,2019
SRSBU,VIPTELA,VEDGE-2000-AC-K9,Q4 FY2019,MAY FY2019,161,01-05-2019,4,5,2019
SRSBU,WANLAN,NIM-24A,Q4 FY2019,MAY FY2019,5998,01-05-2019,4,5,2019
TOASTBU,CPAK100,CPAK-100G-LR4,Q4 FY2019,MAY FY2019,2152,01-05-2019,4,5,2019
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q4 FY2019,MAY FY2019,21251,01-05-2019,4,5,2019
TOASTBU,QSFP100,QSFP-40/100-SRBD,Q4 FY2019,MAY FY2019,16016,01-05-2019,4,5,2019
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q4 FY2019,MAY FY2019,215,01-05-2019,4,5,2019
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q4 FY2019,MAY FY2019,2336,01-05-2019,4,5,2019
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q4 FY2019,MAY FY2019,619,01-05-2019,4,5,2019
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q4 FY2019,MAY FY2019,2765,01-05-2019,4,5,2019
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q4 FY2019,MAY FY2019,4919,01-05-2019,4,5,2019
TOASTBU,SFP10G,SFP-10G-LR,Q4 FY2019,MAY FY2019,26097,01-05-2019,4,5,2019
TOASTBU,SFP10G,SFP-10G-LR-S,Q4 FY2019,MAY FY2019,26422,01-05-2019,4,5,2019
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q4 FY2019,MAY FY2019,1708,01-05-2019,4,5,2019
TOASTBU,SEP25G,SFP-25G-SR-S,Q4 FY2019,MAY FY2019,5928,01-05-2019,4,5,2019
TOASTBU,SFPGE,GLC-TE,Q4 FY2019,MAY FY2019,74424,01-05-2019,4,5,2019
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q4 FY2019,MAY FY2019,2662,01-05-2019,4,5,2019
UOPBLRBU,C3650,WS-C3650-48FQM,Q4 FY2019,MAY FY2019,209,01-05-2019,4,5,2019
UOPBLRBU,C9200,C9200-24T-E,Q4 FY2019,MAY FY2019,288,01-05-2019,4,5,2019
UOPBLRBU,C9200,C9200-48P-A,Q4 FY2019,MAY FY2019,1251,01-05-2019,4,5,2019
UOPBLRBU,C9200,C9200-48P-E,Q4 FY2019,MAY FY2019,3156,01-05-2019,4,5,2019
UOPBLRBU,C9200,C9200-48T-E,Q4 FY2019,MAY FY2019,363,01-05-2019,4,5,2019
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q4 FY2019,MAY FY2019,3906,01-05-2019,4,5,2019
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q4 FY2019,MAY FY2019,780,01-05-2019,4,5,2019
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q4 FY2019,MAY FY2019,1011,01-05-2019,4,5,2019
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q4 FY2019,MAY FY2019,280,01-05-2019,4,5,2019
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q4 FY2019,MAY FY2019,3194,01-05-2019,4,5,2019
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q4 FY2019,MAY FY2019,3516,01-05-2019,4,5,2019
UOPBLRBU,C9300,C9300-24P,Q4 FY2019,MAY FY2019,4102,01-05-2019,4,5,2019
UOPBLRBU,C9300,C9300-24T,Q4 FY2019,MAY FY2019,3085,01-05-2019,4,5,2019
UOPBLRBU,C9300,C9300-24UX,Q4 FY2019,MAY FY2019,1764,01-05-2019,4,5,2019
UOPBLRBU,C9300,C9300-48P,Q4 FY2019,MAY FY2019,11476,01-05-2019,4,5,2019
UOPBLRBU,C9300,C9300-48T,Q4 FY2019,MAY FY2019,2071,01-05-2019,4,5,2019
UOPBLRBU,C9300,C9300-48UN,Q4 FY2019,MAY FY2019,852,01-05-2019,4,5,2019
UOPBLRBU,C9300,C9300-48UXM,Q4 FY2019,MAY FY2019,4139,01-05-2019,4,5,2019
UOPBLRBU,C9300,C9300-NM-8X,Q4 FY2019,MAY FY2019,20750,01-05-2019,4,5,2019
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q4 FY2019,MAY FY2019,1,01-05-2019,4,5,2019
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q4 FY2019,MAY FY2019,1,01-05-2019,4,5,2019
UOPBLRBU,C9400,C9400-LC-48U,Q4 FY2019,MAY FY2019,3198,01-05-2019,4,5,2019
UOPBLRBU,C9400,C9400-LC-48UX,Q4 FY2019,MAY FY2019,1192,01-05-2019,4,5,2019
UOPBLRBU,C9400,C9400-PWR-3200AC,Q4 FY2019,MAY FY2019,4942,01-05-2019,4,5,2019
UOPBLRBU,C9400,C9400-SUP-1,Q4 FY2019,MAY FY2019,1195,01-05-2019,4,5,2019
UOPBLRBU,C9400,C9400-SUP-1XL,Q4 FY2019,MAY FY2019,903,01-05-2019,4,5,2019
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q4 FY2019,MAY FY2019,75,01-05-2019,4,5,2019
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q4 FY2019,MAY FY2019,141,01-05-2019,4,5,2019
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q4 FY2019,MAY FY2019,361,01-05-2019,4,5,2019
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q4 FY2019,MAY FY2019,2278,01-05-2019,4,5,2019
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q4 FY2019,MAY FY2019,138,01-05-2019,4,5,2019
UCEBU,PHONVID,CP-8845-K9,Q4 FY2019,MAY FY2019,21362,01-05-2019,4,5,2019
UCEBU,PHONVID,CP-8865-K9,Q4 FY2019,MAY FY2019,6244,01-05-2019,4,5,2019
UCEBU,PHONVOC,CP-7821-K9,Q4 FY2019,MAY FY2019,55949,01-05-2019,4,5,2019
UCEBU,PHONVOC,CP-7841-K9,Q4 FY2019,MAY FY2019,72362,01-05-2019,4,5,2019
UCEBU,PHONVOC,CP-8811-K9,Q4 FY2019,MAY FY2019,35810,01-05-2019,4,5,2019
UCEBU,PHONVOC,CP-8841-K9,Q4 FY2019,MAY FY2019,44946,01-05-2019,4,5,2019
UCEBU,PHONVOC,CP-8851-K9,Q4 FY2019,MAY FY2019,45524,01-05-2019,4,5,2019
UCEBU,PHONVOC,CP-8861-K9,Q4 FY2019,MAY FY2019,12627,01-05-2019,4,5,2019
UCEBU,WPHONE,CP-8821-K9-BUN,Q4 FY2019,MAY FY2019,6821,01-05-2019,4,5,2019
RTOBU,C9115AX,C9115AXE-B,Q4 FY2019,MAY FY2019,126,01-05-2019,4,5,2019
RTOBU,C9115AX,C9115AXI-B,Q4 FY2019,MAY FY2019,2133,01-05-2019,4,5,2019
RTOBU,C9120AX,C9120AXI-B,Q4 FY2019,MAY FY2019,244,01-05-2019,4,5,2019
RTOBU,C980040,C9800-40-K9,Q4 FY2019,MAY FY2019,299,01-05-2019,4,5,2019
CSWBU,CBR8,CBR-D121-DS-MOD,Q4 FY2019,JUN FY2019,453,01-06-2019,4,6,2019
CSWBU,CBR8,CBR-D31-US-MOD,Q4 FY2019,JUN FY2019,230,01-06-2019,4,6,2019
CRBU,NCS55FC,NC55-5508-FC2,Q4 FY2019,JUN FY2019,25,01-06-2019,4,6,2019
CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2019,JUN FY2019,2,01-06-2019,4,6,2019
CRBU,NCS55FC,NCS-55A2-MOD-SYS,Q4 FY2019,JUN FY2019,136,01-06-2019,4,6,2019
CRBU,NCS55FC,NCS-55A2-MODS-SYS,Q4 FY2019,JUN FY2019,10,01-06-2019,4,6,2019
CRBU,NCS55FC,NCS-5504-SYS,Q4 FY2019,JUN FY2019,18,01-06-2019,4,6,2019
CRBU,NCS5500,NC55-36X100G-A-SE,Q4 FY2019,JUN FY2019,196,01-06-2019,4,6,2019
CRBU,NCS5500,NCS-55A1-36H-SE-S,Q4 FY2019,JUN FY2019,14,01-06-2019,4,6,2019
CRBU,NCS5500,NCS-5501-SE,Q4 FY2019,JUN FY2019,36,01-06-2019,4,6,2019
CRBU,NCS5500,NCS-5508,Q4 FY2019,JUN FY2019,60,01-06-2019,4,6,2019
CRBU,NCS6000,NC6-20X100GE-M-C,Q4 FY2019,JUN FY2019,1,01-06-2019,4,6,2019
CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2019,JUN FY2019,3521,01-06-2019,4,6,2019
CSA,UCSB,UCS-FI-6454,Q4 FY2019,JUN FY2019,177,01-06-2019,4,6,2019
CSA,UCSB,UCSB-B200-M5,Q4 FY2019,JUN FY2019,7260,01-06-2019,4,6,2019
CSA,UCSC,UCSC-C220-M5SX,Q4 FY2019,JUN FY2019,2931,01-06-2019,4,6,2019
CSA,UCSC,UCSC-C240-M5SX,Q4 FY2019,JUN FY2019,994,01-06-2019,4,6,2019
CSA,UCSCPU,UCS-CPU-I6230,Q4 FY2019,JUN FY2019,350,01-06-2019,4,6,2019
CSA,UCSCPU,UCS-CPU-I6240,Q4 FY2019,JUN FY2019,280,01-06-2019,4,6,2019
CSA,UCSCPU,UCS-CPU-I6252,Q4 FY2019,JUN FY2019,252,01-06-2019,4,6,2019
CSA,UCSCPU,UCS-CPU-I8260,Q4 FY2019,JUN FY2019,108,01-06-2019,4,6,2019
CSA,UCSCPU,UCS-CPU-I8268,Q4 FY2019,JUN FY2019,654,01-06-2019,4,6,2019
CSA,UCSCPU,UCS-CPU-I8280L,Q4 FY2019,JUN FY2019,4,01-06-2019,4,6,2019
CSA,UCSMEM,UCS-ML-128G4RT-H,Q4 FY2019,JUN FY2019,54,01-06-2019,4,6,2019
CSA,UCSMEM,UCS-ML-X64G4RT-H,Q4 FY2019,JUN FY2019,2067,01-06-2019,4,6,2019
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q4 FY2019,JUN FY2019,5962,01-06-2019,4,6,2019
CSA,UCSMEM,UCS-MR-X32G2RT-H,Q4 FY2019,JUN FY2019,8866,01-06-2019,4,6,2019
CSA,UCSMEM,UCS-MR-X64G2RT-H,Q4 FY2019,JUN FY2019,11255,01-06-2019,4,6,2019
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q4 FY2019,JUN FY2019,2043,01-06-2019,4,6,2019
CSA,UCSSSD,UCS-M2-240GB,Q4 FY2019,JUN FY2019,1436,01-06-2019,4,6,2019
CSA,UCST,UCSC-GPU-T4-16,Q4 FY2019,JUN FY2019,68,01-06-2019,4,6,2019
CVEBU,CTSQS,CS-CODEC-PLUS+,Q4 FY2019,JUN FY2019,3042,01-06-2019,4,6,2019
CVEBU,CTSQS,CS-CODEC-PRO+,Q4 FY2019,JUN FY2019,812,01-06-2019,4,6,2019
CVEBU,CTSQS,CS-KIT-K9,Q4 FY2019,JUN FY2019,2461,01-06-2019,4,6,2019
CVEBU,CTSQS,CS-KIT-MINI-K9,Q4 FY2019,JUN FY2019,2259,01-06-2019,4,6,2019
CVEBU,CTSQS,CS-QUADCAM+,Q4 FY2019,JUN FY2019,2712,01-06-2019,4,6,2019
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2019,JUN FY2019,1658,01-06-2019,4,6,2019
EBBU,C9500,C9K-F1-SSD-240G,Q4 FY2019,JUN FY2019,29,01-06-2019,4,6,2019
EBBU,C9500,C9500-24Y4C,Q4 FY2019,JUN FY2019,729,01-06-2019,4,6,2019
EBBU,C9500,C9500-40X,Q4 FY2019,JUN FY2019,1141,01-06-2019,4,6,2019
EBBU,C9500,C9500-48Y4C,Q4 FY2019,JUN FY2019,885,01-06-2019,4,6,2019
EBBU,C9600,C9600-SUP-1,Q4 FY2019,JUN FY2019,124,01-06-2019,4,6,2019
EBBU,C9600,C9606R,Q4 FY2019,JUN FY2019,81,01-06-2019,4,6,2019
ECBU,MDS9000,DS-C9148T-K9,Q4 FY2019,JUN FY2019,85,01-06-2019,4,6,2019
ECBU,MDS9000,DS-C9396T-K9,Q4 FY2019,JUN FY2019,9,01-06-2019,4,6,2019
ECBU,MDS9000,DS-SFP-FC32G-SW,Q4 FY2019,JUN FY2019,4250,01-06-2019,4,6,2019
ECBU,MDS9000,DS-X9648-1536K9,Q4 FY2019,JUN FY2019,148,01-06-2019,4,6,2019
ERBU,A9K9KFM,A9K-RSP5-SE,Q4 FY2019,JUN FY2019,36,01-06-2019,4,6,2019
ERBU,A9K9KFM,A9K-RSP5-TR,Q4 FY2019,JUN FY2019,70,01-06-2019,4,6,2019
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2019,JUN FY2019,131,01-06-2019,4,6,2019
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2019,JUN FY2019,101,01-06-2019,4,6,2019
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2019,JUN FY2019,21,01-06-2019,4,6,2019
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q4 FY2019,JUN FY2019,197,01-06-2019,4,6,2019
ERBU,A9K9000,A9K-9901,Q4 FY2019,JUN FY2019,56,01-06-2019,4,6,2019
QKBU,N9300,N9K-C9336C-FX2,Q4 FY2019,JUN FY2019,1346,01-06-2019,4,6,2019
QKBU,N9300,N9K-C9348GC-FXP,Q4 FY2019,JUN FY2019,1555,01-06-2019,4,6,2019
QKBU,N9300,N9K-C9364C,Q4 FY2019,JUN FY2019,194,01-06-2019,4,6,2019
QKBU,N9300,N9K-C93108TC-FX,Q4 FY2019,JUN FY2019,499,01-06-2019,4,6,2019
QKBU,N9300,N9K-C93240YC-FX2,Q4 FY2019,JUN FY2019,749,01-06-2019,4,6,2019
QKBU,N9300,N9K-C93360YC-FX2,Q4 FY2019,JUN FY2019,7,01-06-2019,4,6,2019
QKBU,N9500,N9K-C9508,Q4 FY2019,JUN FY2019,270,01-06-2019,4,6,2019
QKBU,N9500,N9K-C9508-FM-E2,Q4 FY2019,JUN FY2019,835,01-06-2019,4,6,2019
QKBU,N9500,N9K-X9736C-FX,Q4 FY2019,JUN FY2019,1270,01-06-2019,4,6,2019
QKBU,N9500,N9K-X97160YC-EX,Q4 FY2019,JUN FY2019,637,01-06-2019,4,6,2019
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2019,JUN FY2019,463,01-06-2019,4,6,2019
IOTBU,IE4000,IE-4010-16S12P,Q4 FY2019,JUN FY2019,380,01-06-2019,4,6,2019
NGFWBU,FPRHIGH,FPR4115-NGFW-K9,Q4 FY2019,JUN FY2019,2,01-06-2019,4,6,2019
NGFWBU,FPRLOW,FPR1010-NGFW-K9,Q4 FY2019,JUN FY2019,520,01-06-2019,4,6,2019
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2019,JUN FY2019,181,01-06-2019,4,6,2019
OTBU,15454W,NCS2K-400G-XP=,Q4 FY2019,JUN FY2019,264,01-06-2019,4,6,2019
OTBU,15454W,NCS2K-TNCS-2O-K9,Q4 FY2019,JUN FY2019,38,01-06-2019,4,6,2019
OTBU,15454W,NCS2015-SA-DC,Q4 FY2019,JUN FY2019,30,01-06-2019,4,6,2019
OTBU,NCS1000,NCS1K4-1.2T-K9,Q4 FY2019,JUN FY2019,6,01-06-2019,4,6,2019
OTBU,NCS1000,NCS1001-K9,Q4 FY2019,JUN FY2019,18,01-06-2019,4,6,2019
OTBU,NCS4000,NCS4K-4H-OPW-LO,Q4 FY2019,JUN FY2019,1,01-06-2019,4,6,2019
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2019,JUN FY2019,585,01-06-2019,4,6,2019
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2019,JUN FY2019,24,01-06-2019,4,6,2019
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2019,JUN FY2019,7151,01-06-2019,4,6,2019
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2019,JUN FY2019,381,01-06-2019,4,6,2019
BATBU,NCS540,N540-24Z8Q2C-SYS,Q4 FY2019,JUN FY2019,402,01-06-2019,4,6,2019
BATBU,NCS540,N540-ACC-SYS,Q4 FY2019,JUN FY2019,435,01-06-2019,4,6,2019
BATBU,NCS540,N540-PWR400-D,Q4 FY2019,JUN FY2019,1515,01-06-2019,4,6,2019
BATBU,NCS560,A900-IMA-8Z,Q4 FY2019,JUN FY2019,76,01-06-2019,4,6,2019
BATBU,NCS560,N560-4-RSP4,Q4 FY2019,JUN FY2019,1,01-06-2019,4,6,2019
BATBU,NCS560,N560-4-SYS,Q4 FY2019,JUN FY2019,2,01-06-2019,4,6,2019
BATBU,NCS4200,NCS4202-SA,Q4 FY2019,JUN FY2019,0,01-06-2019,4,6,2019
SRSBU,4300ISR,ISR4321/K9,Q4 FY2019,JUN FY2019,9476,01-06-2019,4,6,2019
SRSBU,4300ISR,ISR4331/K9,Q4 FY2019,JUN FY2019,18062,01-06-2019,4,6,2019
SRSBU,4300ISR,ISR4351/K9,Q4 FY2019,JUN FY2019,2144,01-06-2019,4,6,2019
SRSBU,ISR1121,ISR4431/K9,Q4 FY2019,JUN FY2019,3640,01-06-2019,4,6,2019
SRSBU,ISR1121,ISR4451-X/K9,Q4 FY2019,JUN FY2019,2329,01-06-2019,4,6,2019
SRSBU,A9K1000,A9K1000-ESP100,Q4 FY2019,JUN FY2019,132,01-06-2019,4,6,2019
SRSBU,A9K1000,A9K1001-HX,Q4 FY2019,JUN FY2019,213,01-06-2019,4,6,2019
SRSBU,A9K1000,A9K1001-X,Q4 FY2019,JUN FY2019,1559,01-06-2019,4,6,2019
SRSBU,A9K1000,A9K1002-HX,Q4 FY2019,JUN FY2019,255,01-06-2019,4,6,2019
SRSBU,ISR1K,C1111-4P,Q4 FY2019,JUN FY2019,5374,01-06-2019,4,6,2019
SRSBU,ISR1K,C1111-8P,Q4 FY2019,JUN FY2019,7835,01-06-2019,4,6,2019
SRSBU,ISR1K,C1111-8PLTExA,Q4 FY2019,JUN FY2019,2557,01-06-2019,4,6,2019
SRSBU,ISR1K,C1116-4P,Q4 FY2019,JUN FY2019,1862,01-06-2019,4,6,2019
SRSBU,ISR1K,P-LTEA-EA,Q4 FY2019,JUN FY2019,81,01-06-2019,4,6,2019
SRSBU,ISR900,C927-4P,Q4 FY2019,JUN FY2019,8,01-06-2019,4,6,2019
SRSBU,VIPTELA,VEDGE-2000-AC-K9,Q4 FY2019,JUN FY2019,212,01-06-2019,4,6,2019
SRSBU,WANLAN,NIM-24A,Q4 FY2019,JUN FY2019,7502,01-06-2019,4,6,2019
TOASTBU,CPAK100,CPAK-100G-LR4,Q4 FY2019,JUN FY2019,2040,01-06-2019,4,6,2019
TOASTBU,QSFP40G,QSFP-40G-SR-BD,Q4 FY2019,JUN FY2019,28768,01-06-2019,4,6,2019
TOASTBU,QSFP100,QSFP-40/100-SRBD,Q4 FY2019,JUN FY2019,14297,01-06-2019,4,6,2019
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q4 FY2019,JUN FY2019,505,01-06-2019,4,6,2019
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q4 FY2019,JUN FY2019,949,01-06-2019,4,6,2019
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q4 FY2019,JUN FY2019,387,01-06-2019,4,6,2019
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q4 FY2019,JUN FY2019,8326,01-06-2019,4,6,2019
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q4 FY2019,JUN FY2019,15101,01-06-2019,4,6,2019
TOASTBU,SFP10G,SFP-10G-LR,Q4 FY2019,JUN FY2019,30953,01-06-2019,4,6,2019
TOASTBU,SFP10G,SFP-10G-LR-S,Q4 FY2019,JUN FY2019,32237,01-06-2019,4,6,2019
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q4 FY2019,JUN FY2019,1554,01-06-2019,4,6,2019
TOASTBU,SEP25G,SFP-25G-SR-S,Q4 FY2019,JUN FY2019,12449,01-06-2019,4,6,2019
TOASTBU,SFPGE,GLC-TE,Q4 FY2019,JUN FY2019,73331,01-06-2019,4,6,2019
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q4 FY2019,JUN FY2019,5510,01-06-2019,4,6,2019
UOPBLRBU,C3650,WS-C3650-48FQM,Q4 FY2019,JUN FY2019,343,01-06-2019,4,6,2019
UOPBLRBU,C9200,C9200-24T-E,Q4 FY2019,JUN FY2019,586,01-06-2019,4,6,2019
UOPBLRBU,C9200,C9200-48P-A,Q4 FY2019,JUN FY2019,638,01-06-2019,4,6,2019
UOPBLRBU,C9200,C9200-48P-E,Q4 FY2019,JUN FY2019,3537,01-06-2019,4,6,2019
UOPBLRBU,C9200,C9200-48T-E,Q4 FY2019,JUN FY2019,803,01-06-2019,4,6,2019
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q4 FY2019,JUN FY2019,4521,01-06-2019,4,6,2019
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q4 FY2019,JUN FY2019,1640,01-06-2019,4,6,2019
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q4 FY2019,JUN FY2019,1481,01-06-2019,4,6,2019
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q4 FY2019,JUN FY2019,653,01-06-2019,4,6,2019
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q4 FY2019,JUN FY2019,2897,01-06-2019,4,6,2019
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q4 FY2019,JUN FY2019,4931,01-06-2019,4,6,2019
UOPBLRBU,C9300,C9300-24P,Q4 FY2019,JUN FY2019,5171,01-06-2019,4,6,2019
UOPBLRBU,C9300,C9300-24T,Q4 FY2019,JUN FY2019,3116,01-06-2019,4,6,2019
UOPBLRBU,C9300,C9300-24UX,Q4 FY2019,JUN FY2019,935,01-06-2019,4,6,2019
UOPBLRBU,C9300,C9300-48P,Q4 FY2019,JUN FY2019,10871,01-06-2019,4,6,2019
UOPBLRBU,C9300,C9300-48T,Q4 FY2019,JUN FY2019,3567,01-06-2019,4,6,2019
UOPBLRBU,C9300,C9300-48UN,Q4 FY2019,JUN FY2019,1976,01-06-2019,4,6,2019
UOPBLRBU,C9300,C9300-48UXM,Q4 FY2019,JUN FY2019,3916,01-06-2019,4,6,2019
